,Text,Label
337,“Hundreds and hundreds of labs are ready,Fake
338,The photo of a vaccine for canine coronavirus proves that a vaccine exists for the novel coronavirus.,Fake
339,Trump claims Speaker Nancy Pelosi deleted a tweet about her visit to Chinatown in February,Fake
340,“Sweden has zero lockdown” and “is in no worse shape than Denmark or Norway,Fake
341,A photo taken by a journalist showing a beach in Jacksonville,Fake
342,Photo shows packed beach of re-opened Jacksonville Beach on CNN.,Fake
343,News photo from stay-at-home protest was doctored to add Confederate flag.,Fake
344,Says a photo shows the “SAME EXACT PEOPLE” at “two different beaches” in Los Angeles County and Jacksonville,Fake
345,Nigerians are “burning Chinese stores.”.,Fake
346,“My wife is suffering from coronavirus and she is pregnant. The doctor said she won’t survive it.”,Fake
347,Posts on social media claim that people who have been vaccinated against the flu in the last 10 years will test positive for COVID-19.,Fake
348,Flu killed 80,Fake
349,“The flu killed 80,Fake
350,WhatsApp messages that claim that the Washington Post has confirmed that the origin of SARS-CoV-2 is due to a security breach in a laboratory in Wuhan.,Fake
351,A Democratic attack ad said Trump shipped 17 tons of medical supplies to China.,Fake
352,Social media posts claim that US citizens married to immigrants are not eligible for relief payments available to many Americans under the stimulus package aimed at countering the economic crisis sparked by the COVID-19 pandemic.,Fake
353,Bill Gates,Fake
354,The COVID-19 virus cannot spread in areas sprayed with eucalyptus oil vapor.,Fake
355,Goodwill Industries International has fired all its employees because of the coronavirus pandemic.,Fake
356,Says Wisconsin’s in-person election has caused a “surge” in new coronavirus cases,Fake
357,A banner with a swastika,Fake
358,Nobel laureate Luc Montagnier claimed that the coronavirus genome contained sequences of HIV (the virus that causes AIDS).,Fake
359,Trump’s claim that Obama’s handling of the 2009 swine flu pandemic was a disaster.,Fake
360,Says Democrats are on vacation until May 4 and “refuse to come back” to sign a bill to help small businesses.,Fake
361,Bill Gates free to prescribe drugs while the late herbalist,Fake
362,House of Representatives Speaker Nancy Pelosi posted and deleted a video on her Twitter account,Fake
363,House Speaker Nancy Pelosi delete a February 24,Fake
364,The Food and Drug Administration (FDA) authorized Bodysphere’s two-minute COVID-19 testing kit.,Fake
365,Posts shared more than 2,Fake
366,Amazon’s Alexa says the government released the coronavirus.,Fake
367,In the United States,Fake
368,Hospitals compensated 15% more for COVID-19 patients under the stimulus package and New York City hospitals are inflating their coronavirus numbers.,Fake
369,A video argues that the pandemic could have resulted from the accidental or intentional release of either a natural virus under study or an artificial virus that was bioengineered (manmade).,Fake
370,What we need to do to defeat the coronavirus is to consume more alkaline foods above the virus’ pH level.,Fake
371,COVID-19 is sparing essential workers.,Fake
372,“This is COVID-19,Fake
373,Thieves are handing out chemically doused face masks to knock people out before robbing them.,Fake
374,Economic stimulus payments to U.S. citizens will either reduce future tax refunds or will have to be paid back.,Fake
375,Valley County,Fake
376,The drug Diamox,Fake
377,Gov. Andrew Cuomo “was simply saying if we can share 20 percent of your excess,Fake
378,Media outlets reported that the same boy died 3 times from the coronavirus,Fake
379,Trump’s claims about how quickly WHO acted to announce human-to-human transmission,Fake
380,Video shows an orangutan who started washing its hands after watching the zookeepers do so during the coronavirus pandemic.,Fake
381,The news media has tried to pass off one man’s death,Fake
382,Russia already has a vaccine to fight COVID-19.,Fake
383,Trump claims “it is the decision of the President,Fake
384,“Michigan Governor Gretchen Whitmer bans buying US flags during lockdown.”,Fake
385,“The president looks like he was ahead of the curve – as you know,Fake
386,Joe Diffie’s death was labeled “as a COVID-19 death and it wasn’t!”,Fake
387,Trump says that as president he has “total” authority to re-open states amid the COVID-19 pandemic.,Fake
388,The Gates Foundation “tested a polio vax in India between 2000 & 2017 and paralysed 496,Fake
389,Average American has less than two-tenths of one percent chance of getting coronavirus,Fake
390,“Governor Gretchen Whitmer [of Michigan] spent the past weekend at her VACATION COTTAGE at Birch Lake. Violating her own EXECUTIVE ORDER.”,Fake
391,Says Michigan COVID-19 order bans gardening and the sale of vegetable seeds and fruit.,Fake
392,Mosques allowed to stay open in the US during the coronavirus epidemic while churches are forced to close.,Fake
393,The US $1,Fake
394,Says American NIAID director Dr. Anthony Fauci “stands to lose 100 million dollars on Bill Gates ‘vaccine’ for the coronavirus. Because he invested in this vaccine.”,Fake
395,Numbers in a photo about death tolls from COVID-19 show that the pandemic is a con.,Fake
396,Michigan Gov. Gretchen Whitmer banned sale of American flags during COVID-19 pandemic.,Fake
397,A photo shared thousands of times on Facebook claims to show the throat of a novel coronavirus patient.,Fake
398,COVID-19 stimulus checks are an advance on 2020 tax refunds.,Fake
399,Dr. Anthony Fauci “was telling people on February 29th that there was nothing to worry about and it posed no threat to the US public at large.”,Fake
400,Calling 1-800-382-5277 or 1-800-746-6373 gives Americans information on their coronavirus stimulus checks.,Fake
401,Hydroxychloroquine-azithromycin is a proven cure for COVID-19 patients.,Fake
402,15 major global pandemics all originated in China.,Fake
403,President Donald Trump referred to the coronavirus as a “hoax” or “political conspiracy.”,Fake
404,Says Bill O’Reilly wrote a post claiming that the coronavirus was created as a bioweapon by the Chinese government.,Fake
405,Pentagon confirms coronavirus accidentally got into chemtrail supply train.,Fake
406,A video where corpses appear crowded on the ground in black bags. Claimed to be in Madrid,Fake
407,It is recommended to disinfect disposable masks to reuse them.,Fake
408,U.S. government planning to force Americans to take vaccinations during the coronavirus pandemic with the help of Bill Gates.,Fake
409,Viral video with Dr. Shiva Ayyadurai proves Fauci,Fake
410,Herd immunity is probably why California has far fewer COVID-19 deaths than New York.,Fake
411,China’s Communist government created the novel coronavirus in a laboratory and released it into the world as a deadly bioweapon.,Fake
412,Ugandan Chief of Police rants about importance of quarantine.,Fake
413,“The Democrats are pushing for an implanted microchip in humans,Fake
414,Viral publication says a video shows a “gay party in Italy few weeks before COVID-19.”,Fake
415,“Per order from @GovWhitmer,Fake
416,“Mass vaccination for COVID-19 in Senegal was started yesterday (4/8) and the first 7 CHILDREN who received it DIED on the spot.”,Fake
417,Soap and hand sanitizer can be used to kill coronavirus in the body.,Fake
418,U.S. Speaker of the House Nancy Pelosi said she won’t pass new economic stimulus package unless senior citizens are excluded.,Fake
419,Social media posts recommend tonic water and zinc as a cure for a novel coronavirus infection,Fake
420,“Church services can’t resume until we’re all vaccinated,Fake
421,COVID-19 mass vaccine in Senegal that began in West Africa killed the first seven children who received it.,Fake
422,CDC admitted to lying about COVID-19 death stats.,Fake
423,Top German virologist Jürgen Rissland recommended drinking whiskey to combat COVID-19.,Fake
424,Bill Gates is plotting to use COVID-19 testing and a future vaccine to track people with microchips.,Fake
425,COVID-19 causes prolonged and progressive hypoxia (starving your body of oxygen) by binding to the heme groups in hemoglobin in your red blood cells. People are simply desaturating (losing O2 in their blood),Fake
426,With the novel coronavirus sending the US economy into freefall,Fake
427,A video of a television presenter talking about eastern equine encephalitis as a new virus much more deadly than the coronavirus.,Fake
428,COVID-19 vaccine trial killed 7 children in Senegal.,Fake
429,Professor Lieber created and sold COVID-19 to China.,Fake
430,Drinking coffee “decreases the voracity” of the coronavirus.,Fake
431,US arrests the man who created COVID-19.,Fake
432,India is suing Microsoft founder Bill Gates because of his vaccine against coronavirus that killed 77,Fake
433,A “study” saying that runners and cyclists may project contaminated droplets up to 5 meters,Fake
434,Family of three died within days of each other before testing positive for coronavirus.,Fake
435,Steam from boiling oranges kills COVID-19.,Fake
436,Coronavirus will be exterminated if lockdowns are lifted.,Fake
437,The number of deaths from COVID-19 are exaggerated.,Fake
438,An image shows a COVID-19 rail tanker.,Fake
439,Michigan governor violated social distancing order while signing stay-at-home order.,Fake
440,Posts claim that the speaker of the Winsconsin state assembly Robin Vos wore protective gear that “election workers he forced to work … do not have.”,Fake
441,5G exposure/radiation pollution compromises the structure and function of hemoglobin in cells and worsens COVID-19 pandemic.,Fake
442,An image shared on Facebook proves that US Army planes have dropped on Italy capsules containing COVID-19 to poison Italians.,Fake
443,A video has been viewed tens of thousands of times on Twitter,Fake
444,Chloroquine is an effective remedy for coronavirus;,Fake
445,Asian flu,Fake
446,An image of a train with the inscription “COVID-19”.,Fake
447,“Everyone is only dying of coronavirus now.”,Fake
448,Facebook posts claims the Asian,Fake
449,Queen Elizabeth said Philippine President Rodrigo Duterte “is the kind of leader who knows the way … Filipinos are very lucky to have him.”,Fake
450,A photo shows South Carolina after stay-at-home orders were announced.,Fake
451,The Obama administration left President Donald Trump with a “stockpile with a cupboard that was bare.”,Fake
452,“Same little boy died of COVID-19 in three different countries. Still don’t believe the media is #fakenews?”,Fake
453,A message claims that Dr. Charles Lieber has been arrested for manufacturing the coronavirus.,Fake
454,“The North Carolina and Virginia State line is closed. Nothing in or out.”,Fake
455,A poem about people staying home was written by Kathleen O’Mara in 1869.,Fake
456,“59 people die as pastor gives them Dettol to drink in church to prevent coronavirus.”,Fake
457,Says 44 US senators “voted NOT to send stimulus checks.”,Fake
458,The NBA is asking President Donald Trump to “resign or we’ll never play again.”,Fake
459,Claim that televangelist Pat Robertson said some young people “are doing all kinds of unnatural things with their sex organs. When people do that,Fake
460,People are handing out masks “doused with chemicals which knocks you out cold” so they can rob you.,Fake
461,Former NYC Mayor Rudolph Giuliani said he “bought $2M in shares of Novartis,Fake
462,Coronavirus is fake or a made-up ploy by 5G.,Fake
463,Dr. Charles Lieber,Fake
464,Photo of a mannequin being wheeled into a hospital shows the COVID-19 coverup.,Fake
465,A screen capture of the cover of The New York Times accompanied by a text in which it is assured that the newspaper would have branded the Government of Spain as “communist”.,Fake
466,Hospital is caught using a dummy in pandemic footage.,Fake
467,“In Italy,Fake
468,Images of an alleged fire at New York’s Lebanon Hospital.,Fake
469,Coronavirus death toll in the U.S. is inflated by inclusion of unrelated deaths.,Fake
470,President Trump has repeatedly touted the anti-malarial medications hydroxychloroquine and chloroquine as the much-needed solution to COVID-19,Fake
471,Social media posts shared tens of thousands of times claim White House adviser Dr. Anthony Fauci stands alone in insisting hydroxychloroquine’s effectiveness against COVID-19 is unproven,Fake
472,President Donald Trump’s statement that lupus patients are not vulnerable to COVID-19 is not true.,Fake
473,New data shows that 21 million Chinese died from the coronavirus.,Fake
474,Barack Obama has urged Africans to reject any COVID-19 vaccine produced by the United States and Europe.,Fake
475,American and Dutch mainstream news media used the same photo of a young boy as a portrait picture while reporting three different corona victims. Also,Fake
476,Suggestion that Trump urged sick people to get out and vote during COVID-19 pandemic.,Fake
477,Ron Johnson said Americans should go back to work,Fake
478,North Carolina “hospital beds are typically 85% full across the state.”,Fake
479,“We’ve got to give the American public a rough estimate of how long we think this is going to take,Fake
480,Says a study projects Wisconsin’s coronavirus cases will peak on April 26,Fake
481,In 1986,Fake
482,“We were slow with the testing,Fake
483,Big Pharma,Fake
484,Says the U.S. is developing an “antivirus” that includes a chip to track your movement.,Fake
485,“The Chinese Communist Party is using Zoom as a way to spy on our citizens.”,Fake
486,Photo on biography of a boy who died from coronavirus.,Fake
487,“Joe Exotic tests positive for coronavirus in prison. It’s been confirmed.”,Fake
488,Says for otherwise healthy people “experiencing mild to moderate respiratory symptoms with or without a COVID-19 diagnosis … only high temperatures kill a virus,Fake
489,“There was no effort” to get American experts into China after it announced the coronavirus,Fake
490,A video of Bill Ryan claiming China would be attacked with biological weapons.,Fake
491,Walmart has adopted staggered shopping days based on age in response to the pandemic.,Fake
492,“Rivers in Oklahoma are full of catfish carrying the virus.”,Fake
493,Walmart is adopting a staggered schedule due to the coronavirus.,Fake
494,Says Nostradamus predicted the coronavirus in a 1551 passage about a plague spreading from the east.,Fake
495,The United States is “recruiting” doctors to confront COVID-19.,Fake
496,Israeli recipe for lemon and bicarbonate drink is a coronavirus cure.,Fake
497,Video claiming you can’t catch coronavirus.,Fake
498,Kennedy Center,Fake
499,In New York “every contaminated corpse belongs to the state” and will be incinerated without any “wakes or memorial services to pay your last respects.”,Fake
500,Says Goodwill used the pandemic “to fire all of their employees instead of laying them off.”,Fake
501,Goodwill laid off all employees due to COVID-19.,Fake
502,Says video shows “the Chinese are destroying the 5G poles as they are aware that it is the thing triggering the corona symptoms.”,Fake
503,A video of dead bodies in black bags allegedly from hospitals in Madrid,Fake
504,Security issues for the Zoom video call app.,Fake
505,Trump’s claim that he imposed the first travel ban on China.,Fake
506,Beijing and Shanghai have been preserved from the pandemia of COVID-19,Fake
507,Audio of Biden calling the coronavirus a hoax.,Fake
508,”If you line up all the countries that have done (COVID-19) testing on a per-capita basis,Fake
509,A video shows body bags piled up in a Spanish hospital .,Fake
510,Missouri students will have to repeat the school year because of COVID-19 school closings.,Fake
511,NYT invented the video of a doctor fighting coronavirus in hospital.,Fake
512,Thousands of Facebook users in the United States are sharing 1-800 numbers that are supposed to help track stimulus payments promised by the federal government under a novel coronavirus economic aid package.,Fake
513,Governors across the U.S. are announcing that the current school year will be repeated due to coronavirus school closings.,Fake
514,A video purportedly showing COVID-19 victims in body bags strewn across the floor of a New York hospital was shared several thousand times in multiple languages on social media.,Fake
515,Guatemala Secretary of Economy shared a video where the NYT praises the management of Guatemalan Government during this COVID-19 crisis.,Fake
516,Facebook posts shared thousands of times feature a video of U.S. officials talking to reporters,Fake
517,Coronavirus does not cause a runny nose; is killed by temperatures above 26 degrees; causes lung fibrosis within days of infection; can be diagnosed by holding your breath for 10 seconds; and can be cured in the early stages by drinking plenty of water.,Fake
518,The coronavirus has been “released” by China […] it was purposely propagated by the Chinese themselves.,Fake
519,Video allegedly exposing coronavirus’s secrets.,Fake
520,Alkaline diet protects against the coronavirus.,Fake
521,A series of statements by Joe Biden claiming he called for action before he did,Fake
522,Empty hospital lots and waiting rooms are indicative of a coronavirus hoax.,Fake
523,“Now,Fake
524,Coronavirus is caused by 5G.,Fake
525,Spanish politician saying soccer players should find a novel coronavirus cure.,Fake
526,The army is patrolling all the streets,Fake
527,Says there’s an 800 number you can call to track the status of your stimulus check.,Fake
528,If you ask Amazon’s Alexa about the origin of the coronavirus pandemic,Fake
529,Social media posts shared thousands of times advocate 10 methods to prevent a novel coronavirus infection,Fake
530,Posts on social media claim there is a US patent for the novel coronavirus and a European patent for a vaccine,Fake
531,59 people die as a pastor gave them Dettol disinfectant to drink to prevent coronavirus.,Fake
532,A publication that affirms the coronavirus was created in the United States to kill elderly people and stop 5G development.,Fake
533,Video tries to show coronavirus is fake and not dangerous.,Fake
534,Students in America have to repeat the same grade next year.,Fake
535,Lemon juice and bicarbonate mixture prevents and cures COVID-19 in Israel.,Fake
536,Whether microwaving face masks sanitizes them.,Fake
537,Says certain states are banning the sale of alcohol.,Fake
538,“We inherited a broken test” for COVID-19.,Fake
539,World Economic Forum is a “fascist cabal” manipulating coronavirus.,Fake
540,Big Pharma is behind COVID-19 deaths.,Fake
541,CBS aired wrong video footage of a coronavirus hospital.,Fake
542,COVID-19 is a hoax or scapegoat for economic disaster.,Fake
543,Taking a flu shot causes false positive results on COVID-19 tests.,Fake
544,A link offering registration for United States humanitarian aid to other countries for the coronavirus,Fake
545,Says Nancy Pelosi’s “daughter is on the board of the Kennedy Center so that’s why it was so important to send them all that money.”,Fake
546,A 7 minutes video saying that COVID-19 is just a flu,Fake
547,CEOs got advance notice of COVID,Fake
548,Did Kennedy Center give DNC $5 million after getting relief from coronavirus stimulus?,Fake
549,COVID-19 not being blamed for deaths due to unrelated causes.,Fake
550,President Donald Trump claims he “didn’t say that” some of the medical equipment that governors are requesting,Fake
551,If Florida banned alcohol sales due to coronavirus.,Fake
552,“Queen Elizabeth tests positive for COVID-19.”,Fake
553,Says COVID-19 remains in the air for eight hours and that everyone is now required to wear masks “everywhere.”,Fake
554,Says a “5G Law Passed while everyone was distracted” with the coronavirus pandemic and lists 20 symptoms associated with 5G exposure.,Fake
555,Posts shared more than 20,Fake
556,Pictures and reports of “empty hospitals” prove COVID-19 spread is “fake crisis for real government planned agendas.”,Fake
557,Whether CDC had scheduled announcement that all should wear masks for everyday life.,Fake
558,“Mainstream media” used a photo from a 2017 movie as an image for Italy’s coronavirus morgue.,Fake
559,Biden claims that Trump did not try to get medical experts into China.,Fake
560,An image claiming that Vladimir Putin said that the United States created coronavirus as a biological weapon.,Fake
561,Boil weed and ginger for COVID-19 victims,Fake
562,“They’re furloughing nurses in hospitals in western New York state.”,Fake
563,Whether coronavirus began with man having sex with a bat.,Fake
564,“Here’s the problem — we are testing people for any strain of a coronavirus — not specifically for COVID-19. There are no reliable tests for a specific COVID-19 virus.”,Fake
565,Whether countries with high rates of childhood vaccines were hit hardest by coronavirus.,Fake
566,NY banned cigarette sales because of the coronavirus.,Fake
567,Video of a waitress saying,Fake
568,If Queen Elizabeth II tested positive for coronavirus.,Fake
569,Coronavirus has been found in crab legs.,Fake
570,Venezuelan YouTuber Ruby Demestoy talked about Event 201,Fake
571,A video of body bags being dumped in a ditch shows the “situation in Italy” due to the coronavirus.,Fake
572,Hospitals don’t allow parents to visit children with COVID-19 in the hospital.,Fake
573,Illuminati controlled U.S. government; coronavirus caused by 5G.,Fake
574,President Trump did sign a 5G bill but exposure effects are misleading.,Fake
575,Health care workers union “suddenly finds a stash of 39 million face masks.”,Fake
576,Speaking of his restriction on travel from China,Fake
577,Should you take Ibuprofen to treat a fever from the coronavirus?,Fake
578,Wet wipes recommended for use as DIY coronavirus protection masks.,Fake
579,Posts on social media claim that no Democrats voted for the “the stimulus package to help American families” during the novel coronavirus crisis.,Fake
580,Ibuprofen ramps up coronavirus 10 times.,Fake
581,A photo shows two Italian nurses in a hospital a few days before they got COVID-19 and died.,Fake
582,Chlorine dioxide cures the coronavirus.,Fake
583,Children will be separated from parents for coronavirus treatment.,Fake
584,Congress included include a raise for themselves in the coronavirus stimulus package.,Fake
585,Leave objects in the sun to avoid contracting the coronavirus.,Fake
586,Nevada Governor Steve Sisolak “has banned the use of an anti-malaria drug that might help cure coronavirus.”,Fake
587,“if your child gets this virus,Fake
588,Tanks are coming into U.S. towns in advance for martial law,Fake
589,A photo of a couple locked in an intimate embrace with their face masks lowered has been shared in Facebook posts that claim they were nurses who were treating COVID-19 patients in an Italian hospital.,Fake
590,“COVID literally stands for Chinese Originated Viral Infectious Disease.”,Fake
591,A post shared thousands of times on Facebook during the COVID-19 pandemic says disposable surgical masks should be worn “colored side out” if a person is sick.,Fake
592,A U.S. railway car has carried the word “COVID-19”,Fake
593,Facebook user Chase Michael Morris predicted coronavirus pandemic.,Fake
594,Gargling with warm water and salt or vinegar eliminates the coronavirus.,Fake
595,[SARS-CoV-2] is spreading quickly from gas pumps. Shopping carts as well.,Fake
596,New York Governor Andrew Cuomo “rejected buying the recommended 16,Fake
597,Trump web ad usings misleading edits to create a false picture.,Fake
598,Facebook posts featuring a photo of ventilators in the U.S. state of New York claim the devices are “stuck in a warehouse.”,Fake
599,Wisconsin Governor Tony Evers is “pushing firearm confiscation orders.”,Fake
600,There is no coronavirus. The Chinese were secretly working on a biological agent that was supposed to make protesters docile and obedient.,Fake
601,Says that under order from Gov. Tony Evers,Fake
602,Deaths blamed on coronavirus are actually due to the flu.,Fake
603,Posts shared thousands of times on Facebook claim to provide an emergency food stamp hotline.,Fake
604,Says Nancy Pelosi’s coronavirus bill includes “tax credits for solar and wind energy … retirement plans for community newspaper employees … $300 million for PBS … climate change studies” and more.,Fake
605,The names of coronavirus victims have been published online in media.,Fake
606,Posts shared thousands of times on Facebook claim to provide an emergency food stamp hotline.,Fake
607,President Donald Trump will announce that a scientist “finally found a vaccine to cure coronavirus.”,Fake
608,An audio message lists five ways people can prevent the novel coronavirus.,Fake
609,“This lady here applied sanitizer to her hands/forearms and went to the kitchen to cook. The moment she turned on the gas stove,Fake
610,Roche has developed a COVID-19 vaccine.,Fake
611,“Special military helicopters will spray pesticide against the coronavirus in the skies all over the country.”,Fake
612,A photo showing Uganda’s first case of COVID-19.,Fake
613,Getting a flu shot increases the risk of coronavirus by 36%.,Fake
614,“Putin has stated: Russian citizens (have) 2 options: Stay home for 15 days or in jail for 5 years.”,Fake
615,Does vaping reduce your chances of getting the coronavirus?,Fake
616,This list shared by Johns Hopkins Institute is giving advices to prevent and fight COVID-19.,Fake
617,The CDC now says that the coronavirus can survive on surfaces for up to 17 days.,Fake
618,Whether 60 Democrats voted against coronavirus stimulus bill.,Fake
619,Social media posts attribute a list of points about the novel coronavirus to Johns Hopkins,Fake
620,“Slices of lemon in a cup of hot water can save your life. The hot lemon can kill the proliferation of” the novel coronavirus.,Fake
621,Holding your breath for 10 seconds is a way to test for the coronavirus.,Fake
622,“Donald Trump would receive $17 million for three hotels closed for four days under Republican bill! How in the hell is this right?!”,Fake
623,Russian President Putin released 500 lions onto the streets to keep people indoors.,Fake
624,Study suggests malaria drug can treat coronavirus.,Fake
625,President Trump refers to the coronavirus as a hoax in an audio clip.,Fake
626,Two malaria medications work to treat COVID-19.,Fake
627,NY Governor Andrew Cuomo did not reject buying 16,Fake
628,Tom Hanks died,Fake
629,“Boil some orange peels with cayenne pepper,Fake
630,Helicopters Are Spraying Disinfectants To Try To Eradicate Coronavirus.,Fake
631,Helicopters are spraying disinfectants to stop the spread of coronavirus.,Fake
632,Initial lack of evidence for human-to-human COVID-19 transmission unusual.,Fake
633,“I see no time in the history of this country when perfectly healthy people have been basically confined to their homes or only able to do essential things as in Kansas City or St. Louis.”,Fake
634,Drinking alcohol beverages can help prevent COVID-19.,Fake
635,IPhoto shows people falling dead on Italian streets from COVID-19.,Fake
636,Coronavirus is infectious in the air for 8 hours and everyone must wear a face mask.,Fake
637,Italian Prime Minister Giuseppe Conte said,Fake
638,Black people are immune to the coronavirus.,Fake
639,Boiled orange peels with cayenne pepper are a cure for coronavirus.,Fake
640,“Go to 2020census.gov and fill out this census form so you can get your stimulus check.”,Fake
641,“In Chicago,Fake
642,COVID-19 stands for “Chinese Originated Viral Infectious Disease.”,Fake
643,US Homeland Security mobilizing National Guard to combat coronavirus.,Fake
644,Muammar Gaddafi predicted the current coronavirus pandemic,Fake
645,Italy’s president was caught on camera crying over and regretting country’s coronavirus response.,Fake
646,Joe Biden tested positive for coronavirus.,Fake
647,Chloroquine could cure coronavirus.,Fake
648,Coronavirus cases linked to 5G rollout.,Fake
649,Photo shows coffins from coronavirus outbreak in Italy.,Fake
650,“If you are in Las Vegas and you get a knock on your door from NV Power,Fake
651,Biden campaign claims a top CDC official was “silenced.”,Fake
652,A post shared thousands of times on Facebook lists companies whose chief executive officers have allegedly stepped down during the novel coronavirus crisis.,Fake
653,Quotes Joe Biden as saying “people who have never died before are now dying from coronavirus.”,Fake
654,The death of Kobe Bryant overshadowed the news that an American drugmaker was hustling to make a vaccine for coronavirus,Fake
655,A video from a British broadcaster shows Italian coronavirus victims got taken down.,Fake
656,Fill out a 2020 U.S. Census form to receive an economic stimulus payment.,Fake
657,Russia unleashed more than 500 lions on its streets to ensure that people are staying indoors during this pandemic outbreak.,Fake
658,Media outlets duped the public saying coronavirus killed the same man twice.,Fake
659,Bill Gates and the Vatican have a plan to depopulate the world with a coronavirus vaccine.,Fake
660,The Coronavirus Aid,Fake
661,Bill Gates has access to your DNA and ownership in WHO.,Fake
662,There’s definitive proof that chloroquine,Fake
663,Using sauna or aiming a hairdryer at one’s nose will kill the coronavirus.,Fake
664,Belgium’s health minister banned sex inside or with 3 or more people.,Fake
665,Says truck drivers are being turned away from fast-food restaurants during the COVID-19 pandemic.,Fake
666,“Fish tank additive may treat coronavirus.”,Fake
667,Fox News won Pulitzer for coronavirus coverage.,Fake
668,“Wisconsin is the only state where all Republicans voted against protecting its citizens.”,Fake
669,“Huge! Results From Breaking Chloroquine Study Show 100% Cure Rate For Patients Infected With The coronavirus.”,Fake
670,Biden claims that Trump eliminated the White House pandemic office.,Fake
671,Donald Trump said about coronavirus,Fake
672,5G technology caused the coronavirus.,Fake
673,Breathing air from a hair dryer or a sauna can prevent or cure COVID-19,Fake
674,WHO director overstated COVID-19 fatality rate as higher than flu.,Fake
675,Claim that “there is no” COVID-19 virus.,Fake
676,Says imposters in hazmat suits are going door to door in Stockton,Fake
677,Walmart is closing hundreds of its stores.,Fake
678,Cristiano Ronaldo bought private island to escape coronavirus.,Fake
679,Trump said “people are dying who have never died before”.,Fake
680,Martial law is imminent in United States.,Fake
681,Obama family flown to private island to escape coronavirus pandemic.,Fake
682,A video of US President Donald Trump and a top US pharmaceutical executive speaking at a press conference has been viewed thousands of times in multiple Facebook,Fake
683,The federal government is “preparing to mobilize the national guard,Fake
684,Link takes viewers to application for FEMA assistance in the US.,Fake
685,For coronavirus cases “in the U.S. 38% of those hospitalized are under 35.”,Fake
686,Image claims to show dozens of coffins of Italians who have died from COVID-19.,Fake
687,President Donald Trump tweeted,Fake
688,These at-home Coronavirus testing kits are real.,Fake
689,COVID-19 is no worse than other outbreaks that have occurred in “every election year,Fake
690,President Donald Trump said,Fake
691,As the US government moved to approve a $2 trillion stimulus package to address the impact of the novel coronavirus outbreak,Fake
692,The coronavirus “snuck up on us,Fake
693,If we want to protect ourselves from the coronavirus,Fake
694,This poem describes people applying social distancing during a plague outbreak from the 19th century.,Fake
695,Evidence shows the WHO director-general overstated COVID-19 fatality rate,Fake
696,5G Technology believed to have caused the coronavirus.,Fake
697,2019 coronavirus can live for “up to 3 hours in the air,Fake
698,Trump Is Promising To Send Americans Checks – Only After Checking People’s Social Media History.,Fake
699,“China is to blame because the culture where people eat bats and snakes and dogs and things like that,Fake
700,5G Technology Believed To Have Caused coronavirus,Fake
701,Evidence Shows The WHO Director-General Overstated COVID-19 Fatality Rate,Fake
702,American fast-food chain Hardee’s is advising truckers to walk up to drive-thrus during coronavirus pandemic.,Fake
703,U.S. government using the cover of the coronavirus pandemic to remove end-to-end encryption so officials would be able to listen to everyone’s calls and see everyone’s private messages.,Fake
704,A flyer offers official advice about the novel coronavirus from a Veterans Affairs (VA) healthcare system in the U.S. state of Oregon.,Fake
705,“I’ve always known this is a real,Fake
706,A dog vaccine can be used against coronavirus in people.,Fake
707,President Trump’s use of data for deaths from swine flu and seasonal flu.,Fake
708,Did Donald Trump attempt to steal a COVID-19 vaccine from a German company and refuse testing kits from WHO?,Fake
709,15 minutes in a sauna will kill the coronavirus.,Fake
710,“U.S. deaths since 1/22/20: COVID-19,Fake
711,“While all COVID-19 news has been going on,Fake
712,Eating bananas prevents coronavirus.,Fake
713,Italy has mandated no treatment of all elderly patients for coronavirus.,Fake
714,Having a beard increases your chances of getting coronavirus.,Fake
715,All U.S. citizens are entitled to $700 per week to stay at home to avoid spread of coronavirus.,Fake
716,The WHO coronavirus test “was a bad test.”,Fake
717,List comparing diseases with coronavirus.,Fake
718,“People are going door to door in Colorado Springs stating they are COVID-19 testing so they can rob people!”,Fake
719,Says it was “unquestionably” not within his “legal authority” to postpone Illinois’ primary election by changing the date or shifting to vote-by-mail.,Fake
720,COVID-19 is a scripted narrative to justify closed borders or force residents to remain home.,Fake
721,U.S. President Donald Trump or presidential candidate Joe Biden referred to the novel coronavirus pandemic as a time when “people are dying that have never died before.”,Fake
722,In the United States,Fake
723,Nancy Pelosi tried to secure taxpayer funds for abortion through a coronavirus bill.,Fake
724,“All U.S. citizens are entitled to $700 USD per week to stay at home to avoid the spread of COVID-19 novel coronavirus,Fake
725,Cristiano Ronaldo is turning his hotels into hospitals to fight coronavirus.,Fake
726,The COVID-19 test kits from a Korean company are deemed suspicious by U.S. Congress.,Fake
727,WalMart reducing hours of operation.,Fake
728,President Donald Trump in the next 48 to 72 hours will impose a nationwide “mandatory quarantine.”,Fake
729,Coronavirus Outbreak Prompted Gun And Ammunition Policy Changes At Walmart.,Fake
730,Tanker train marked with “COVID-19” on its side.,Fake
731,A military Humvee labeled “COVID-19 quarantine team” was on Interstate 696 in Michigan.,Fake
732,Gargling water with salt or vinegar “eliminates” the coronavirus.,Fake
733,CDC warns people that morel mushroom increases coronavirus risk by 200%.,Fake
734,Flu vaccine increases coronavirus risk 36%,Fake
